question,volume,suspicion_score,surprise_score,late_move_ratio,price_volatility,max_single_move,total_price_move,price_momentum_6h,price_momentum_12h,new_wallet_ratio,new_wallet_ratio_6h,burst_score,directional_consensus,order_flow_imbalance,wallet_concentration,wallet_age_median_days,cross_market_wallet_flag,label,is_labeled_only,label_weight,is_confirmed,is_positive,pu_prob,iso_score,ocsvm_score,insider_trading_prob,end_date
Will Jasmine Crockett be the Democratic nominee for Senate in Texas?,2144739.152848,-0.15254076594431848,0.315,0.10000000000000009,0.007472599714398273,0.03999999999999998,0.1,-0.04000000000000001,-0.03,0.010511357986019368,0.007749428926787639,0.0796530538489338,0.6160683153736917,0.23202185247867546,0.9293097392414724,309.0,15.0,,False,0.0,False,False,0.016470165336135593,0.04867134360820289,0.7491038591803039,0.1646069630185726,2026-03-03T00:00:00Z
Will Mamdani get over 50% of the vote in the general mayoral election?,6105457.486417,-0.12304303722456744,0.525,0.05000000000000006,0.009681435568045496,0.04500000000000004,0.09999999999999998,0.010000000000000009,0.010000000000000009,0.13464601966744186,0.09057803835357982,0.0303738317757009,0.5774868760365836,0.15785299256937357,0.9222058600403562,516.0,17.0,,False,0.0,False,False,0.013035477181853146,0.12395034434795185,0.5418754280385673,0.1243492107115009,2025-11-03T23:00:00Z
Will Elon Musk tweet 800 or more times February 7-14?,1151840.66595,-0.1521174638031283,0.16449999999999998,0.0,0.016685653423731985,0.07050000000000001,0.16400000000000003,0.0010000000000000009,0.01100000000000001,0.0,0.0,0.025692883895131,0.589706036250856,0.6093800348212052,0.9217209801418988,494.5,10.0,,False,0.0,False,False,0.1401777718292018,0.04761267902062203,0.9224931642056092,0.29201259566405435,2025-02-14T12:00:00Z
Israel x Hamas ceasefire by October 10?,5865684.505132,0.1080014226766044,0.835,0.003599280143971209,0.0977641940995219,0.48,0.8335,0.5485,0.8185,0.0,0.0,0.0815121086828115,0.5184787569204093,0.6030420754703687,0.9324086312727493,476.0,16.0,,False,0.0,False,False,0.026689646525069284,0.6168747719280894,0.020299923001580417,0.05492095809052252,2025-10-10T00:00:00Z
"Will Elon Musk post 65-89 tweets from February 2 to February 4, 2026?",1091352.373289,-0.06779713472631244,0.265,0.2533081285444234,0.07631378807785796,0.435,0.2645,-0.1945,-0.2345,0.4764593263387316,0.2642773176740757,0.1167272055654743,0.8020241459870189,0.6155584790863964,0.9117986875189377,219.0,16.0,,False,0.0,False,False,0.0054534023252480485,0.4047853691683301,0.10520603621769867,0.045370527445892275,2026-02-04T17:00:00Z
"Will Elon Musk post 90-114 tweets from February 2 to February 4, 2026?",1553683.603721,-0.04775994154607888,0.665,0.15573770491803277,0.04086158995591908,0.19499999999999995,0.6099999999999999,0.2699999999999999,0.5149999999999999,0.2100740709571096,0.15423163916203422,0.17512184315463,0.6447691297408921,0.612452514338919,0.94280652941342,264.5,17.0,,False,0.0,False,False,0.013960399423381535,0.41267249129720174,0.07134396030080194,0.045372716192556624,2026-02-04T17:00:00Z
Will the Conservative Party win the popular vote in Canada's next election?,2145821.018541,-0.1534076756821553,0.315,0.3333333333333333,0.012933300353556703,0.06499999999999997,0.015000000000000013,0.0,0.015000000000000013,0.016902819788245916,0.005853439774764306,0.0128743352924713,0.6358487623932892,0.34153823640748704,0.9139460935154442,437.0,11.0,,False,0.0,False,False,0.020503513393277786,0.02656637770204273,0.9280216731979515,0.20231028856965078,2025-04-28T12:00:00Z
Will the Liberal Party win the popular vote in Canada's next election?,1569215.841673,-0.1521070373548789,0.30500000000000005,0.0,0.01124242111797695,0.06000000000000005,0.0,-0.0050000000000000044,-0.020000000000000018,0.021854495665405198,0.0003274019699252555,0.0121212121212121,0.6369113776742581,0.31266136694856284,0.9102785221774949,571.0,13.0,,False,0.0,False,False,0.25655872206252034,0.059500174759881376,0.7446127411117078,0.3443165985072259,2025-04-28T12:00:00Z
"Will Elon Musk post 65-89 tweets from February 7 to February 9, 2026?",1002142.977159,0.020789493399682057,0.285,0.0,0.10548677199100676,0.6595000000000001,0.2845,-0.4945,-0.1695,0.4971317477400695,0.18945825146231185,0.105776225811145,0.5271845070934513,0.2686457869772632,0.9326355314510248,451.5,18.0,,False,0.0,False,False,0.004286292224834125,0.5963638184758644,0.01755137384764488,0.03654318486194779,2026-02-09T17:00:00Z
Will Hamas release all Israeli hostages by October 13?,1081017.288208,-0.1483223781944626,0.20499999999999996,0.3000000000000003,0.009296192457426999,0.03499999999999992,0.09999999999999998,-0.020000000000000018,-0.0050000000000000044,0.0847978537612034,0.036882807248566046,0.0547711404189294,0.8219589977520398,0.6464015431803881,0.9240133869492511,379.0,8.0,,False,0.0,False,False,0.015161707681851036,0.04605362423753866,0.9779157785442608,0.20925711768211738,2025-10-13T00:00:00Z
Will Russia capture Kupiansk by December 31?,1555128.092628,-0.155501957501472,0.31000000000000005,0.03571428571428577,0.009919321447608534,0.04500000000000004,0.1399999999999999,-0.0050000000000000044,-0.0050000000000000044,0.0019819622762010415,0.0015219663671669072,0.0268878718535469,0.5171500165609552,0.2616711691495297,0.9181475612271848,373.0,2.0,,False,1.0,True,True,1.0,0.09169177424912517,0.9173371890331599,0.9380520265190883,2025-08-31T12:00:00Z
"Will Trump post ""Make Iran Great Again"" or ""MIGA"" on Truth Social this week?",4635708.250254994,-0.1513853015416587,0.26,0.10344827586206895,0.024277761886595365,0.08000000000000002,0.14500000000000002,-0.015,0.02500000000000001,0.014523028991978123,0.014523028991978123,0.1111111111111111,0.8364091639312655,0.6728183278625314,0.8829841006763,52.0,2.0,,False,0.0,False,False,0.048558186796717515,0.22718566074480087,0.45426296838060026,0.13863051681089822,2026-04-12T00:00:00Z
Will Daniel Noboa win the 2025 Ecuadorian Presidential Election? ,1360386.018944,-0.15636936471113205,0.33,0.06666666666666672,0.010990962994290998,0.044999999999999984,0.07500000000000001,-0.019999999999999962,-0.02999999999999997,0.048705284426058565,0.018088348133166836,0.0516694646521171,,0.4596736610175188,,360.75,13.0,,False,0.0,False,False,0.014283074978706997,0.0,0.9137693569348427,0.1934661776209988,2025-04-13T12:00:00Z
Will Luisa González win the 2025 Ecuadorian Presidential Election? ,1274030.578608,-0.15433646974866277,0.33499999999999996,0.0625,0.010742047286267528,0.040000000000000036,0.08000000000000007,0.0050000000000000044,0.010000000000000009,0.048705284426058565,0.018088348133166836,0.0516694646521171,,0.4596736610175188,,360.75,13.0,,False,0.0,False,False,0.07515043409623642,0.0063585995581929245,0.9128039376803975,0.23924154308616646,2025-04-13T12:00:00Z
Will Thomas Massie be the Republican nominee for KY-04?,3070166.395979008,-0.12824918994768342,0.595,0.0,0.02207184039730758,0.13999999999999996,0.21999999999999997,-0.025000000000000022,-0.04999999999999999,0.04753641911006189,0.03254478456427211,0.03732796676188,0.6480450491259268,0.32245073306351735,0.908237353590208,490.0,12.0,,False,0.0,False,False,0.005517830411399311,0.08453605216562035,0.6915380778185198,0.14667279098053446,2026-05-19T00:00:00Z
Will Ed Gallrein be the Republican nominee for KY-04?,1559462.7920159984,-0.1246954828669461,0.593,0.028322440087145757,0.01853475440541826,0.11649999999999999,0.22949999999999998,0.04849999999999999,0.05249999999999999,0.049872362941166225,0.025748939252198042,0.0285255122539172,0.5409482602015452,0.19344661710347322,0.9032065812723131,499.0,12.0,,False,0.0,False,False,0.026587997014919866,0.10181704950966824,0.6530169541999212,0.15563524107665758,2026-05-19T00:00:00Z
Will the Slovenian Democratic Party (SDS) win the most seats in the 2026 Slovenian parliamentary election?,2529733.7614079975,-0.145018667831615,0.495,0.16666666666666688,0.017082999790639507,0.07,0.08999999999999997,0.010000000000000009,0.0,0.03926107793997653,0.029145566272509107,0.0204518893650175,0.7180386133126025,0.3264591484265142,0.8946979426728894,239.0,9.0,,False,0.0,False,False,0.02133585355483637,0.034563019016384616,0.8490245120419783,0.18753494352534217,2026-03-22T00:00:00Z
Will the Freedom Movement (GS) win the most seats in the 2026 Slovenian parliamentary election?,2160198.95847501,-0.14524910373423972,0.49,0.05555555555555562,0.01472626340459371,0.05499999999999994,0.08999999999999997,0.0,0.0050000000000000044,0.06211565326872842,0.05159140005568177,0.0354151952376147,0.5193007881163149,0.33334541261171124,0.8844136928071042,338.0,10.0,,False,0.0,False,False,0.07914960915304264,0.04265997993991072,0.90332556787804,0.24216031943738553,2026-03-22T00:00:00Z
Liberals win majority in Canadian election?,4638784.633479,-0.13091782290786552,0.405,0.0,0.0071775011886948915,0.029999999999999916,0.0,0.020000000000000018,0.04999999999999993,0.01849356659018852,0.014066646629436394,0.0360431465403841,0.6628478631917288,0.34998178359400667,0.9156696401783522,411.0,11.0,,False,0.0,False,False,0.07898097600744346,0.060956671770079573,0.9054107435358358,0.24336571430125375,2025-04-28T12:00:00Z
Iran strike on Israel by Friday?,4370059.711796,0.07827761641397202,0.15000000000000002,0.0,0.15053014809254836,0.5995,0.14950000000000008,0.2310000000000001,0.6495000000000001,0.3527252005448736,0.17605398103832623,0.1284859968026526,0.8046096756402124,0.6225078931555224,0.918935747884392,672.0,15.0,,False,0.0,False,False,0.019917723952491417,0.7423955027246406,0.08279567922121092,0.06861720394484278,2025-06-13T23:00:00Z
Will Elon Musk create a new political party by July 4?,1128798.608422,-0.1388766355332119,0.255,0.7239263803680983,0.02846524649524943,0.11499999999999999,0.08150000000000002,0.062499999999999986,0.02049999999999999,0.1939869730049798,0.09377224965108603,0.0516694646521171,0.8623656425090385,0.7327585312088231,0.8860118314474676,575.0,8.0,,False,0.0,False,False,0.08590066497251288,0.15253925886352113,0.7803489851575361,0.22812225870406797,2025-07-04T00:00:00Z
Israel military action against Iran by Friday?,3937291.170243,0.1045579599226274,0.815,0.0,0.12411071808827694,0.6699999999999999,0.8145,0.8845000000000001,0.7995000000000001,0.0,0.0,0.1098696461824953,0.5072902352708288,0.8106478976894299,0.8762348322186428,559.0,15.0,,False,0.0,False,False,0.031005300636444053,0.7881989988846372,0.0075533347303164,0.06417459236762818,2025-06-13T23:00:00Z
US military action against Iran by Sunday?,3733050.391322,0.11825033386972994,0.835,0.0006002400960384825,0.13761806657746908,0.729,0.833,0.718,0.793,0.0,0.0,0.0685171658144631,0.5417620669890273,0.6938202137894987,0.9246021731808243,516.0,14.0,,False,0.0,False,False,0.05294382062625964,0.7207484615572385,0.013858355328109157,0.07851695961317849,2025-06-22T23:55:00Z
Will Tisza win the national list vote in the 2026 Hungarian Parliamentary election by 9%+?,1028655.3138439986,-0.138640283527327,0.445,0.0,0.010657403385139373,0.03999999999999998,0.0050000000000000044,-0.015000000000000013,-0.020000000000000018,0.02643984776552768,0.01792953864218449,0.0216426939104718,0.5417697505850195,0.11012291821707991,0.9026189139157064,114.0,9.0,,False,0.0,False,False,0.03337111659498538,0.1792236656599749,0.6539913523007904,0.16478779118939588,2026-04-12T00:00:00Z
Will Jacob Frey win the 2025 Minneapolis mayoral election?,2010288.536332,-0.1482523009599146,0.22499999999999998,0.6428571428571412,0.014044970778352655,0.06499999999999995,0.07000000000000006,-0.04500000000000004,-0.05500000000000005,0.056586480548858224,0.04987244476652124,0.0682770520088735,0.7714634600978022,0.5410906637341225,0.8867087573237831,587.0,13.0,,False,0.0,False,False,0.003769899010336044,0.09925373517360618,0.7428201037737603,0.1563541317711844,2025-11-04T12:00:00Z
Will Omar Fateh win the 2025 Minneapolis mayoral election?,1165224.94679,-0.13231076106223427,0.21,1.0833333333333328,0.016003479703099406,0.07,0.060000000000000026,0.030000000000000027,0.03500000000000003,0.017934599578097773,0.012224967454674784,0.0492456589809279,0.722532583684319,0.4439970238094058,0.9333224736741308,572.0,15.0,,False,0.0,False,False,0.006592017934840586,0.09440798931214071,0.6663767115624187,0.14293975522922123,2025-11-04T12:00:00Z
Will the next Government of Australia be a Labor majority?,1633443.352317,-0.06323977986682416,0.395,0.10967741935483893,0.03208192108462108,0.20499999999999996,0.38750000000000007,0.3425,0.35750000000000004,0.32883665909749826,0.25727515076737156,0.1232434922828841,0.8380881069567974,0.6680410130487299,0.9061971256892072,629.5,9.0,,False,0.0,False,False,0.12981073815925356,0.48538597387433363,0.21638088285094012,0.1649035288833449,2025-05-03T12:00:00Z
"Ukraine strikes another tanker in Black Sea by March 31, 2026?",3027166.666819,-0.1265410068454465,0.395,0.6923076923076928,0.032625268784567986,0.175,0.065,0.015000000000000013,0.09000000000000002,0.0013472903318565398,0.0013472903318565398,0.0307017543859649,0.6261288616587809,0.3313903752634739,0.7621255426040481,142.5,3.0,,False,0.0,False,False,0.016897211162696272,0.16341349786281817,0.6504272723352903,0.1509290377322212,2026-03-31T00:00:00Z
Will voter turnout in the 2025 Polish presidential election be more than 72%?,1101722.5271,-0.0938887333450652,0.5449999999999999,0.3623188405797101,0.024072190356800017,0.125,0.34500000000000003,0.19500000000000006,0.24,0.15143071106929543,0.12423250174211176,0.0557216054654141,0.6052730952170139,0.262702330339379,0.8497997794857444,504.5,13.0,,False,0.0,False,False,0.004929193916802936,0.23495306716776265,0.42789065211940724,0.10102267921987179,2025-06-01T12:00:00Z
Will Trump agree to a tariff agreement with Mexico in July?,1094829.842745,-0.011719933901128743,0.765,0.013768115942029077,0.08378898996463556,0.505,0.6900000000000001,-0.06599999999999995,0.44000000000000006,0.6131849069426197,0.05801877195153192,0.1798604792235365,0.8156076440770509,0.7554301100976446,0.8628567997568093,421.5,8.0,,False,0.0,False,False,0.19728965302215207,0.6537553944189359,0.03857027118176793,0.18836906372391443,2025-08-01T00:00:00Z
Will Zohran Mamdani praise Donald Trump on Friday?,2843259.076106,-0.08471751910183056,0.475,2.800000000000004,0.041649656391752145,0.14,0.024999999999999967,-0.024999999999999967,-0.024999999999999967,1.0000000000000002,0.914160796275969,0.2439024390243902,0.532397056272721,0.0010349953675136915,0.6562960802415692,480.0,2.0,,False,0.0,False,False,0.01909091798933436,0.9130094618018242,0.002079264843491879,0.06038451455079035,2025-11-21T00:00:00Z
Will Jay Jones win the 2025 Virginia Attorney General election?,1101981.718232,-0.15744086649806438,0.33,0.0,0.015064370707922492,0.09000000000000002,0.09499999999999997,0.0,-0.010000000000000009,0.013189416439808685,0.002400238588405764,0.0347274085138162,0.5732238086397142,0.14495375127961102,0.8955527377699326,610.0,18.0,,False,0.0,False,False,0.07546928866741673,0.1128764477669588,0.49392718838804983,0.16103122656652047,2025-11-04T00:00:00Z
Will Jason Miyares win the 2025 Virginia Attorney General election?,1464306.177444,-0.1583011410502314,0.32499999999999996,0.0,0.01695665926252589,0.09999999999999998,0.10000000000000009,0.0,0.0,0.008837677457507891,0.0010787679162844626,0.0283293619274556,0.6266375567806727,0.2147504690943849,0.9067143005622005,582.0,13.0,,False,0.0,False,False,0.1712463830774318,0.036120595209914785,0.7110010428725062,0.2724410256430708,2025-11-04T00:00:00Z
JD Vance diplomatic meeting with Iran by April 10?,1347700.965794003,-0.0211193549004704,0.5495,0.03385416666666662,0.11066036126615325,0.577,0.384,-0.062,0.016000000000000014,0.05019156735573762,0.0045050963020709075,0.0889117969203015,0.6818896783755857,0.4090863504638592,0.879335239906166,356.0,9.0,,False,0.0,False,False,0.06500186855511876,0.3723747955213909,0.1499034202666438,0.09735082524573739,2026-04-10T00:00:00Z
Will Kim Moon-soo win more than 40% of the vote in the South Korea election?,1384006.589174,-0.10966068679970759,0.7050000000000001,0.0,0.01822163733034553,0.08000000000000002,0.24500000000000005,-0.0050000000000000044,0.06500000000000006,0.09458830896232456,0.04280974725253079,0.1473577235772357,0.6604001485485445,0.39633006222323425,0.8441124390168708,480.0,12.0,,False,0.0,False,False,0.010654506444881506,0.19082055177108992,0.45163462326860104,0.10785883207593584,2025-06-03T12:00:00Z
US military action against Iran by Friday?,2340571.936421,-0.14518543878534923,0.25,0.05128205128205129,0.022482277600867066,0.09999999999999999,0.195,-0.12,-0.15,0.24694174627961557,0.10639743163141634,0.0997723038708342,0.8368259775474308,0.673651955094862,0.8758837978949119,414.0,9.0,,False,0.0,False,False,0.03395659613965731,0.11168604276747851,0.7523275843356177,0.18151726611024047,2025-06-20T00:00:00Z
Will Balendra “Balen” Shah be the next Prime Minister of Nepal?,1279701.197270007,-0.13984017763966894,0.27,0.1212121212121213,0.03343865969095388,0.14500000000000002,0.16500000000000004,0.135,0.025000000000000022,0.031857877250841195,0.027433010081562164,0.0480081716036772,0.5842492611775594,0.15279127210615456,0.9511549136290698,161.0,7.0,,False,0.0,False,False,0.04132475072739481,0.15931730415571746,0.6451879235526693,0.16799701296386585,2026-03-05T00:00:00Z
Will Trump talk to Ursula von der Leyen in April?,1296925.3295309993,-0.12998060296804026,0.247,0.004073319755600818,0.024394579691687412,0.08550000000000002,0.24550000000000005,0.041000000000000036,0.1865,0.15959785945913835,0.06408014856808739,0.0646149249271681,0.7712550838595534,0.5400544155111733,0.8928130818303481,63.0,6.0,,False,0.0,False,False,0.06498290004666975,0.1954458127794942,0.5026869292476172,0.15904685152350045,2026-04-30T00:00:00Z
Will Trump issue an executive order on Day 11?,1938734.608911,-0.1558450045428979,0.32999999999999996,0.16666666666666682,0.025207708571557463,0.10999999999999999,0.12,0.0,-0.0050000000000000044,0.16444765748792198,0.009113394267474298,0.0812720848056537,0.787600636335502,0.5752012726710038,0.8407236269133385,644.0,5.0,,False,0.0,False,False,0.055714507341634516,0.18409121771884757,0.7263817431272271,0.1962667900176137,2025-01-30T12:00:00Z
U.S. Government Funding Lapse on January 31?,1840951.436092,-0.14665497494868773,0.17500000000000004,0.017595307917888568,0.03365272477847589,0.18500000000000005,0.1705000000000001,0.008000000000000007,0.02850000000000008,0.05849501171914743,0.041540094256727375,0.0509032517061421,0.8825956137525984,0.803682182074379,0.9406022539768528,380.0,9.0,,False,0.0,False,False,0.17021653262623776,0.09262729946210474,0.862835211685527,0.30486080677988897,2026-01-31T00:00:00Z
Will Donald Trump sign an executive order on April 4?,1592739.986123,-0.028910810616147586,0.445,1.216216216216216,0.08110193441842273,0.385,0.185,0.1,-0.345,0.14870491906011116,0.10072475814370198,0.2559726962457337,0.5860371369180658,0.2600826347387535,0.7370460695745302,429.5,3.0,,False,0.0,False,False,0.018554437536712782,0.5218464964961166,0.1085017033164187,0.06170849364062417,2025-04-04T12:00:00Z
"Will Trump say ""Hottest"" during events with UK Prime Minister on September 18?",1386620.036399,-0.11376598008745925,0.525,0.0,0.01699882348870062,0.07499999999999996,0.15500000000000003,0.11499999999999999,0.11499999999999999,1.0,1.0,0.6842105263157894,0.7174429179553741,0.4348858359107479,0.5276983409077245,381.0,1.0,,False,0.0,False,False,0.05166179563182719,0.8782714934221252,4.951143642796507e-06,0.08266091162370522,2025-09-18T00:00:00Z
U.S. strike on Somalia by February 7?,1501150.441245,-0.10101812761759749,0.25,1.0,0.04181027011619003,0.19000000000000006,0.010000000000000009,0.040000000000000036,0.18499999999999994,0.019577840836790636,0.007037124926119354,0.0398001933612632,0.8911679647719979,0.7903278559333983,0.9339761125505388,200.0,7.0,,False,0.0,False,False,0.015232098773721316,0.28563688764361445,0.582495856714812,0.14220508980543412,2026-02-07T00:00:00Z
"Iran strike on Qatar by February 28, 2026?",1229145.458098,-0.1508983036284574,0.31,0.5714285714285723,0.018307716823080425,0.08499999999999999,0.034999999999999976,0.0050000000000000044,0.03500000000000003,0.007823192200453395,0.00257483847475889,0.1239316239316239,0.8396378859679476,0.6792757719358953,0.635049721872289,165.0,0.0,,False,0.0,False,False,0.031967907335873035,0.24397240511555723,0.5349588579559407,0.14316632234887078,2026-01-31T00:00:00Z
James Comey arrested by October 31?,1196739.186538,-0.1450711440279212,0.345,0.090909090909091,0.028314664670460676,0.15499999999999997,0.05499999999999999,0.0050000000000000044,0.019999999999999962,0.0002842818572529727,0.0002842818572529727,0.1019607843137254,0.6658372708671287,0.3946799679032178,0.8123383190494728,313.0,8.0,,False,0.0,False,False,0.0959251294633105,0.052037077192839815,0.8461779741986248,0.24378129579684985,2025-09-30T00:00:00Z
Another successful Houthi attack on shipping in July?,1267083.361847,-0.1519060031989094,0.185,0.24193548387096772,0.015143675873705785,0.06,0.124,-0.0175,-0.008500000000000008,0.022512634336455225,0.006757149001268915,0.0492151039456936,0.638296482631995,0.4504364479850106,0.8041954680570877,520.0,6.0,,False,0.0,False,False,0.07079522030295779,0.04877023790024209,0.9253445594230911,0.24060383900684867,2025-07-31T00:00:00Z
"Will Trump say ""Third term"" in March?",1046647.2301799929,-0.12021294369678348,0.165,1.2000000000000008,0.013658536585365854,0.06499999999999999,0.024999999999999994,0.020000000000000018,-0.034999999999999976,0.08966068485660349,0.008527021098572625,0.0848684210526315,0.5527257150928803,0.4200533781410686,0.8247337847271694,292.0,6.0,,False,0.0,False,False,0.004610705268029969,0.10529356941663692,0.781646886813674,0.16505208478458913,2026-03-31T00:00:00Z
Pakistan air/missile strike on Indian soil by Friday?,1223408.935739,-0.09936925395074636,0.595,0.017241379310344845,0.0640073237997028,0.26499999999999996,0.29,0.0050000000000000044,-0.065,0.03982746946242401,0.023286968731709257,0.1164877423489825,0.5309163478868817,0.2749395022662664,0.8544325669336832,553.0,9.0,,False,0.0,False,False,0.020051801093419086,0.19396938853055687,0.398850426908761,0.10450740562834436,2025-05-09T12:00:00Z
Iran x Israel conflict ends before July?,1122140.316423,-0.14537009405954388,0.21499999999999997,0.5999999999999991,0.0263769725490069,0.12,0.04999999999999993,0.020000000000000018,0.039999999999999925,0.0010746953868310913,0.0006888242446993868,0.0363323218239973,0.5260666774985552,0.38350233905882286,0.8948152302434578,556.0,10.0,,False,0.0,False,False,0.037311949782426836,0.08442763673175127,0.8129658364155797,0.19479851145652366,2025-06-30T00:00:00Z
Will Crude Oil (CL) hit (HIGH) $110 by end of March?,8009442.956812905,-0.14430315988763098,0.242,0.09322033898305093,0.020867939863039274,0.09099999999999997,0.118,0.019500000000000003,0.012499999999999997,0.008643878313038375,0.004712320824426556,0.0149226538031077,0.5286797657447989,0.4237880849777359,0.9259760463558222,324.0,16.0,,False,0.0,False,False,0.017943527783001408,0.018710388731786712,0.7884342883452476,0.17208002294288993,2026-03-31T00:00:00Z
Will Crude Oil (CL) hit (HIGH) $100 by end of March?,16595338.399712065,-0.10108265792038595,0.24350000000000005,0.0,0.030440507399184122,0.15250000000000008,0.2430000000000001,0.03750000000000009,0.18300000000000005,0.03576017573895066,0.033656755681964336,0.0089465973225658,0.6649720366274615,0.4783197588762406,0.9332410538123237,499.0,12.0,,False,0.0,False,False,0.02251298015990371,0.10280384653223466,0.7693451488162384,0.17589395720978718,2026-03-31T00:00:00Z
Will Crude Oil (CL) hit (HIGH) $105 by end of March?,6711631.643086998,-0.06235626714060316,0.5535,0.9703703703703703,0.03144834879480035,0.14150000000000001,0.0675,0.1985,0.1785,0.017828293965849958,0.009867894711287654,0.0299353752445093,0.5563773212214054,0.34983238327176613,0.9279958369504413,357.0,15.0,,False,0.0,False,False,0.010940511469438138,0.197682782304704,0.5379301949878752,0.12567556171488886,2026-03-31T00:00:00Z
Fordow nuclear facility destroyed before July?,28623187.178979,-0.07937202926997655,0.17000000000000004,0.006369426751592361,0.038211471688264886,0.20500000000000007,0.15700000000000003,0.0020000000000000018,0.0,0.004922152788064532,0.0004446815355737762,0.0230255516840882,0.7656979873326751,0.643764484521562,0.9454255556094358,468.0,17.0,,False,0.0,False,False,0.04619047056308354,0.0746916024706719,0.6409843670992332,0.1665743064656929,2025-06-30T00:00:00Z
Pakistan military strike on India by Friday?,17133334.887141,-0.08585540950532378,0.4355,0.0,0.0393118286683005,0.25050000000000006,0.43400000000000005,0.0010000000000000009,0.0025000000000000577,0.1726420595092104,0.06645406921084107,0.061839399301736,0.9728887424791594,0.9467598818909587,0.9786020890909213,795.0,15.0,,False,0.0,False,False,0.07787963880203361,0.4626366423958364,0.24971216660739073,0.1314839945427952,2025-05-09T12:00:00Z
Thailand strikes Cambodia by Friday?,15037403.469426,0.06421368180120379,0.775,0.04651162790697665,0.0698140387028283,0.21000000000000008,0.43000000000000005,-0.43000000000000005,-0.43000000000000005,0.9999999999999998,0.8277455169412382,0.3092105263157894,0.5222287988611313,0.22226864685197736,0.6190996151264712,411.5,5.0,,False,0.0,False,False,0.07606175910663217,0.9073243043992971,0.0009164340201151127,0.102595821353962,2025-07-25T00:00:00Z
Will Iran strike Cyprus in March?,1342896.2969210013,-0.14485111864788125,0.185,0.40000000000000047,0.006008519679337422,0.020000000000000018,0.024999999999999994,0.010000000000000009,0.010000000000000009,0.0006822658441496843,0.0005196227496355204,0.0926807160661681,0.5723998384317434,0.18967130061373,0.890674350970325,309.0,12.0,,False,0.0,False,False,0.0267839608527789,0.1339387936438238,0.7205897290734863,0.1709028561364726,2026-03-07T00:00:00Z
Another India military strike on Pakistan by Friday?,5088088.2064,0.03562141699366039,0.765,0.0013114754098360667,0.12329077137042917,0.5215000000000001,0.7625000000000001,0.0020000000000000018,0.0025000000000000577,0.17877788892044646,0.13951598782025793,0.0673684210526315,0.879967396202104,0.8142591445447757,0.9402161409677272,490.0,9.0,,False,0.0,False,False,0.08389396790360285,0.5376556670082139,0.046069912511306745,0.09901724178037419,2025-05-09T12:00:00Z
Will Russia capture all of Pokrovsk by December 31?,1474714.815517,-0.15256668195425327,0.215,0.0,0.009387054646151392,0.05499999999999999,0.015000000000000013,-0.009999999999999981,-0.009999999999999981,0.0008037532987102585,0.0008037532987102585,0.0926829268292682,0.7567851647847171,0.5290106428071412,0.7393526757199154,460.0,5.0,,False,1.0,True,True,1.0,0.12710321462041788,0.8884880298507981,0.9340527667011805,2025-09-30T00:00:00Z
US escorts commercial ship through Hormuz by April 30?,1094485.188121001,-0.14829912866345646,0.32,0.5,0.014693180145208125,0.07500000000000001,0.020000000000000018,0.03999999999999998,0.0,0.048705284426058565,0.028245373467316693,0.0296195652173913,0.6749613180032207,0.2978741226504786,0.8709551839012417,141.0,8.0,,False,0.0,False,False,0.012261108851342748,0.09261256520561471,0.7419766714182005,0.1622217941824279,2026-03-31T00:00:00Z
US strikes Yemen by December 31?,3348633.815936,-0.1423393123572292,0.455,0.0,0.007091843962765514,0.034999999999999976,0.015000000000000013,0.0050000000000000044,0.010000000000000009,0.0,0.0,0.5,0.7835820895522387,0.059701492537313425,0.3532338308457714,531.5,0.0,,False,0.0,False,False,0.43703563000822165,0.5551717549886345,0.008333440748091513,0.35720199840521627,2025-09-30T00:00:00Z
Will Russia capture Siversk by December 31?,1302320.488924,-0.14713462924331144,0.43999999999999995,0.0,0.005546217190526405,0.020000000000000018,0.025000000000000022,0.0050000000000000044,-0.010000000000000009,0.0011072547457835135,0.0005199093906427693,0.0286844708209693,0.6272653121999792,0.32300965341491195,0.85008279538148,389.5,6.0,,False,1.0,True,True,1.0,0.06719145321482724,0.9313655015696465,0.9396326729746707,2025-09-30T00:00:00Z
Will Israel announce the ceasefire has been extended by May 15?,1808629.020151004,0.1415145077190899,0.71,0.0014094432699083873,0.18871681661950535,0.8755000000000001,0.7095,0.6495000000000001,0.6795,0.0,0.0,0.5823293172690763,0.9150136938017177,0.8921218020683651,0.9484144027460761,531.0,12.0,,False,0.0,False,False,0.1087980761323175,1.0,0.002220212591043787,0.13204259961744688,2026-05-17T00:00:00Z
"Houthi strike on Israel by March 31, 2026?",1306692.0891240062,-0.14909926809613372,0.2825,0.09756097560975613,0.01132919176011687,0.04450000000000001,0.20499999999999996,-0.038500000000000006,-0.05450000000000001,0.00322023862966838,0.001445218030638958,0.0468658920452337,0.6871460765304034,0.3671819075585125,0.8746012361123976,356.0,9.0,,False,0.0,False,False,0.20245710981737025,0.03489075681036252,0.9538149422443225,0.34435035865241037,2026-03-31T00:00:00Z
